5074,6216,Hazrat Nizamuddin Mysore City Super Fast Express Special,Hazrat Nizamuddin,Mysuru City Junction
5075,12782,Hazrat Nizamuddin Mysuru Swarna Jayanti Super Fast Express,Hazrat Nizamuddin,Mysuru City Junction
5076,64088,Hazrat Nizamuddin New Delhi Emu,Hazrat Nizamuddin,New Delhi
5077,64087,Hazrat Nizamuddin New Delhi Parikrama Emu,Hazrat Nizamuddin,New Delhi
5078,64494,Hazrat Nizamuddin Palwal MEMU,Hazrat Nizamuddin,Palwal
5079,64089,Hazrat Nizamuddin Parikrama Emu,Hazrat Nizamuddin,Pragati Maidan
5080,64090,Hazrat Nizamuddin Parikrama Emu,Hazrat Nizamuddin,Lajpat Nagar
5081,64091,Hazrat Nizamuddin Parikrama Emu,Hazrat Nizamuddin,Pragati Maidan
5082,64092,Hazrat Nizamuddin Parikrama Emu,Hazrat Nizamuddin,Lajpat Nagar
5083,12264,Hazrat Nizamuddin Pune AC Duronto Express,Hazrat Nizamuddin,Pune Junction
5084,4418,Hazrat Nizamuddin Pune AC Special,Delhi Junction,Hathras Killah
5085,82110,Hazrat Nizamuddin Pune AC Super Fast Suvidha Special,Hazrat Nizamuddin,Pune Junction
5086,12410,Hazrat Nizamuddin Raigarh Gondwana Express,Hazrat Nizamuddin,Raigarh
5087,4080,Hazrat Nizamuddin Raigarh Gondwana Super Fast Special,Hazrat Nizamuddin,Raigarh
5088,12148,Hazrat Nizamuddin Scsmt Kolhapur Super Fast Express,Hazrat Nizamuddin,Chhatrapati Shahu Maharaj Terminus Kolhapur
5089,2286,Hazrat Nizamuddin Secunderabad Covid 19 Duronto Special,Hazrat Nizamuddin,Secunderabad Junction
5090,12286,Hazrat Nizamuddin Secunderabad Duronto Express,Hazrat Nizamuddin,Secunderabad Junction
5091,12438,Hazrat Nizamuddin Secunderabad Rajdhani Express,Hazrat Nizamuddin,Secunderabad Junction
5092,64093,Hazrat Nizamuddin Shakurbasti Emu,Hazrat Nizamuddin,Shakur Basti
5093,22168,Hazrat Nizamuddin Singrauli Super Fast Express,Hazrat Nizamuddin,Singrauli
5094,2374,Hazrat Nizamuddin Singrauli Super Fast Special,Hazrat Nizamuddin,Singrauli
5095,12432,Hazrat Nizamuddin Thiruvananthapuram Rajdhani Express,Hazrat Nizamuddin,Trivandrum Central
5096,2432,Hazrat Nizamuddin Thiruvananthapuram Rajdhani Special,Hazrat Nizamuddin,Trivandrum Central
5097,22634,Hazrat Nizamuddin Thiruvananthapuram Super Fast Express,Hazrat Nizamuddin,Trivandrum Central
5098,22654,Hazrat Nizamuddin Thiruvananthapuram Super Fast Express,Hazrat Nizamuddin,Trivandrum Central
5099,22656,Hazrat Nizamuddin Thiruvananthapuram Super Fast Express,Hazrat Nizamuddin,Trivandrum Central
5100,6084,Hazrat Nizamuddin Thiruvananthapuram Super Fast Special,Hazrat Nizamuddin,Trivandrum Central
5101,12644,Hazrat Nizamuddin Thiruvananthapuram Swarna Jayanti Super Fast Express,Hazrat Nizamuddin,Trivandrum Central
5102,6168,Hazrat Nizamuddin Thiruvananthapuram Swarna Jayanti Super Fast Special,Hazrat Nizamuddin,Trivandrum Central
5103,6002,Hazrat Nizamuddin Thiruvananthapuram Weekly Super Fast Special,Hazrat Nizamuddin,Trivandrum Central
5104,12804,Hazrat Nizamuddin Visakhapatnam Swarna Jayanti Express,Hazrat Nizamuddin,Visakhapatnam Junction
5105,2852,Hazrat Nizamuddin Visakhapatnam Swarna Jayanti Special Fare Super Fast Special,Hazrat Nizamuddin,Visakhapatnam Junction
5106,6524,Hazrat Nizamuddin Yesvantpur Clone Covid 19 Special,Hazrat Nizamuddin,Yesvantpur Junction
5107,17410,Hazur Sahib Nanded Adilabad Express,Hazur Sahib Nanded,Adilabad
5108,7629,Hazur Sahib Nanded Ajni Special Fare Special,Hazur Sahib Nanded,Ajni
5109,22457,Hazur Sahib Nanded AMB Andaura Weekly Super Fast Express,Hazur Sahib Nanded,Amb Andaura
5110,22709,Hazur Sahib Nanded AMB Andaura Weekly Super Fast Express,Hazur Sahib Nanded,Amb Andaura
5111,5427,Hazur Sahib Nanded AMB Andaura Weekly Super Fast Special,Hazur Sahib Nanded,Amb Andaura
5112,12421,Hazur Sahib Nanded Amritsar Super Fast Express,Hazur Sahib Nanded,Amritsar Junction
5113,4691,Hazur Sahib Nanded Amritsar Weekly Super Fast Special,Hazur Sahib Nanded,Amritsar Junction
5114,17620,Hazur Sahib Nanded Aurangabad Weekly Express,Hazur Sahib Nanded,Aurangabad
5115,57516,Hazur Sahib Nanded Daund Passenger,Hazur Sahib Nanded,Daund Junction
5116,12730,Hazur Sahib Nanded Hadapsar Super Fast Express,Hazur Sahib Nanded,Hadapsar
5117,2485,Hazur Sahib Nanded Hazrat Nizamuddin Tatkal Fare Special,Hazur Sahib Nanded,Shri Ganganagar Junction
5118,57564,Hazur Sahib Nanded Hyderabad Passenger,Hazur Sahib Nanded,Hyderabad Deccan
5119,12751,Hazur Sahib Nanded Jammu Tawi Humsafar Express,Hazur Sahib Nanded,Jammu Tawi
5120,2751,Hazur Sahib Nanded Jammu Tawi Humsafar Special,Hazur Sahib Nanded,Jammu Tawi
5121,16593,Hazur Sahib Nanded KSR Bengaluru Express,KSR Bengaluru City Junction,Hazur Sahib Nanded
5122,6520,Hazur Sahib Nanded KSR Bengaluru Festival Special,Hazur Sahib Nanded,KSR Bengaluru City Junction
5123,7777,Hazur Sahib Nanded Manmad DEMU Express Special,Hazur Sahib Nanded,Manmad Junction
5124,57542,Hazur Sahib Nanded Manmad Passenger,Hazur Sahib Nanded,Nagarsol
5125,57594,Hazur Sahib Nanded Medchal Passenger,Hazur Sahib Nanded,Medchal
5126,17611,Hazur Sahib Nanded Mumbai CSMT Rajya Rani Express,Hazur Sahib Nanded,Chhatrapati Shivaji Maharaj Terminus
5127,7611,Hazur Sahib Nanded Mumbai CSMT Rajya Rani Special,Hazur Sahib Nanded,Chhatrapati Shivaji Maharaj Terminus
5128,11012,Hazur Sahib Nanded Mumbai LTT Express,Hazur Sahib Nanded,Lokmanya Tilak Terminus
5129,57558,Hazur Sahib Nanded Nizamabad Passenger,Hazur Sahib Nanded,Nizamabad Junction
5130,17614,Hazur Sahib Nanded Panvel Express,Hazur Sahib Nanded,Panvel Junction
5131,7614,Hazur Sahib Nanded Panvel Festival Special,Hazur Sahib Nanded,Panvel Junction
5132,2730,Hazur Sahib Nanded Pune Special,Hazur Sahib Nanded,Pune Junction
5133,12767,Hazur Sahib Nanded Santragachi Superfast Express,Hazur Sahib Nanded,Santragachi?ÿJunction
5134,2767,Hazur Sahib Nanded Santragachi Weekly Super Fast Special,Hazur Sahib Nanded,Santragachi?ÿJunction
5135,7623,Hazur Sahib Nanded Shri Ganganagar Special,Hazur Sahib Nanded,Shri Ganganagar Junction
5136,12485,Hazur Sahib Nanded Shri Ganganagar Super Fast Express,Hazur Sahib Nanded,Shri Ganganagar Junction
5137,12439,Hazur Sahib Nanded Shri Ganganagar Super Fast Express,Hazur Sahib Nanded,Shri Ganganagar Junction
5138,2439,Hazur Sahib Nanded Shri Ganganagar Super Fast Special,Hazur Sahib Nanded,Shri Ganganagar Junction
5139,17623,Hazur Sahib Nanded Shri Ganganagar Weekly Express,Hazur Sahib Nanded,Shri Ganganagar Junction
5140,7691,Hazur Sahib Nanded Tandur Special,Hazur Sahib Nanded,Tandur
5141,20812,Hazur Sahib Nanded Visakhapatnam Super Fast Express,Hazur Sahib Nanded,Visakhapatnam Junction
5142,8566,Hazur Sahib Nanded Visakhapatnam Super Fast Special,Hazur Sahib Nanded,Visakhapatnam Junction
5143,14610,Hemkunt Express,Shri Mata Vaishno Devi Katra,Rishikesh
5144,14609,Hemkunt Express,Rishikesh,Shri Mata Vaishno Devi Katra
5145,4610,Hemkunt Special,Shri Mata Vaishno Devi Katra,Rishikesh
5146,4609,Hemkunt Special,Rishikesh,Shri Mata Vaishno Devi Katra
5147,68644,Hijli - Kharagpur EMU Passenger,Hijli,Kharagpur Junction
5148,68646,Hijli - Kharagpur EMU Passenger,Hijli,Kharagpur Junction
5149,5697,Hill Queen Express,Lumding Junction (MG),Lower Haflong
5150,5698,Hill Queen Express,Lower Haflong,Lumding Junction (MG)
5151,52460,Him Darshan Express,Shimla,Kalka
5152,14553,Himachal Express,Delhi Junction,Daulatpur Chowk
5153,14554,Himachal Express,Daulatpur Chowk,Delhi Junction
5154,4553,Himachal Express Special,Delhi Junction,Daulatpur Chowk
5155,4554,Himachal Express Special,Daulatpur Chowk,Delhi Junction
5156,14096,Himalayan Queen,Kalka,Delhi Sarai Rohilla
5157,14095,Himalayan Queen,Delhi Sarai Rohilla,Kalka
5158,52455,Himalayan Queen,Kalka,Shimla
5159,52456,Himalayan Queen,Shimla,Kalka
5160,12332,Himgiri Express,Jammu Tawi,Howrah Junction
5161,12331,Himgiri Express,Howrah Junction,Jammu Tawi
5162,2331,Himgiri Special Fare Super Fast Special,Howrah Junction,Jammu Tawi
5163,2332,Himgiri Super Fast Special Fare Special,Jammu Tawi,Howrah Junction
5164,52919,Himmatnagar - Ahmedabad (Meter Gauge) Passenger,Himmatnagar Junction,Ahmedabad Junction MG
5165,52921,Himmatnagar - Ahmedabad Passenger,Himmatnagar Junction,Ahmedabad Junction MG
5166,79402,Himmatnagar Asarva DEMU,Himmatnagar Junction,Asarva Junction
5167,79404,Himmatnagar Asarva DEMU,Himmatnagar Junction,Asarva Junction
5168,9402,Himmatnagar Asarva DEMU Special,Himmatnagar Junction,Asarva Junction
5169,16317,Himsagar Express,Kanniyakumari,Shri Mata Vaishno Devi Katra
5170,16318,Himsagar Express,Shri Mata Vaishno Devi Katra,Kanniyakumari
5171,6317,Himsagar Express Special,Kanniyakumari,Shri Mata Vaishno Devi Katra
5172,6318,Himsagar Express Special,Shri Mata Vaishno Devi Katra,Kanniyakumari
5173,56524,Hindupur - Bangalore Passenger,Hindupur,KSR Bengaluru City Junction
5174,57438,Hindupur - Guntakal Passenger,Hindupur,Guntakal Junction
5175,77419,Hindupur Guntakal DEMU,Hindupur,Guntakal Junction
5176,7694,Hindupur Guntakal DEMU Special,Hindupur,Guntakal Junction
5177,66524,Hindupur KSR Bengaluru Memu,Hindupur,KSR Bengaluru City Junction
5178,6566,Hindupur KSR Bengaluru MEMU Special,Yesvantpur Junction,Banaswadi
5179,6563,Hindupur Yesvantpur MEMU Special,Bangarapet Junction,Kuppam
5180,6266,Hindupur Yesvantpur MEMU Special,Hindupur,KSR Bengaluru City Junction
5181,18448,Hirakhand Express,Jagdalpur,Bhubaneswar
5182,18447,Hirakhand Express,Bhubaneswar,Jagdalpur
5183,8445,Hirakhand Special,Bhubaneswar,Jagdalpur
5184,8446,Hirakhand Special,Jagdalpur,Bhubaneswar
5185,18508,Hirakud Express,Amritsar Junction,Visakhapatnam Junction
5186,18507,Hirakud Express,Visakhapatnam Junction,Amritsar Junction
5187,20807,Hirakud Super Fast Express,Visakhapatnam Junction,Amritsar Junction
5188,20808,Hirakud Super Fast Express,Amritsar Junction,Visakhapatnam Junction
5189,8503,Hirakud Super Fast Special,Visakhapatnam Junction,Amritsar Junction
5190,8504,Hirakud Super Fast Special,Amritsar Junction,Visakhapatnam Junction
5191,54828,Hisar - Bikaner Passenger,Hisar Junction,Bikaner Junction
5192,59722,Hisar - Jaipur Passenger,Bayana Junction,Jaipur Junction
5193,74846,Hisar - Rewari DEMU,Hisar Junction,Rewari Junction
5194,74848,Hisar - Rewari DMU,Hisar Junction,Rewari Junction
5195,59724,Hisar - Rewari Passenger,Phulera Junction,Jaipur Junction
5196,59726,Hisar - Rewari Passenger,Hisar Junction,Rewari Junction
5197,54601,Hisar Amritsar Passenger,Hisar Junction,Amritsar Junction
5198,9216,Hisar Bandra Super Fast Special,Hisar Junction,Bandra Terminus
5199,22916,Hisar Bandra Weekly Super Fast Express,Hisar Junction,Bandra Terminus
5200,74834,Hisar Bikaner DEMU,Hisar Junction,Bikaner Junction
5201,4898,Hisar Bikaner DEMU Special,Hisar Junction,Bikaner Junction
5202,14898,Hisar Bikaner Express,Hisar Junction,Bikaner Junction
5203,22475,Hisar Coimbatore AC Super Fast Express,Hisar Junction,Coimbatore Junction
5204,2475,Hisar Coimbatore AC Super Fast Special,Hisar Junction,Coimbatore Junction
5205,54310,Hisar Delhi Passenger,Hisar Junction,Delhi Junction
5206,79702,Hisar Jaipur DEMU,Hisar Junction,Jaipur Junction
5207,9792,Hisar Jaipur DEMU Special,Hisar Junction,Jaipur Junction
5208,14825,Hisar Jaipur Express,Hisar Junction,Jaipur Junction
5209,19792,Hisar Jaipur Express,Hisar Junction,Jaipur Junction
5210,54834,Hisar Jaipur Passenger,Hisar Junction,Jaipur Junction
5211,4834,Hisar Jaipur Passenger Special,Hisar Junction,Jaipur Junction
5212,4084,Hisar Jind Express Special,Hisar Junction,Jind Junction
5213,54044,Hisar Jind Passenger,Hisar Junction,Jind Junction
5214,74836,Hisar Jodhpur DEMU,Hisar Junction,Jodhpur Junction
5215,4892,Hisar Jodhpur DEMU Special,Hisar Junction,Jodhpur Junction
5216,14892,Hisar Jodhpur Express,Hisar Junction,Jodhpur Junction
5217,19814,Hisar Kota Express,Hisar Junction,Kota Junction
5218,19808,Hisar Kota Express,Hisar Junction,Kota Junction
5219,9814,Hisar Kota Special,Hisar Junction,Kota Junction
5220,9808,Hisar Kota Special,Hisar Junction,Kota Junction
5221,4575,Hisar Ludhiana Express Special,Hisar Junction,Ludhiana Junction
5222,54635,Hisar Ludhiana Passenger,Hisar Junction,Ludhiana Junction
5223,54603,Hisar Ludhiana Passenger,Hisar Junction,Ludhiana Junction
5224,12240,Hisar Mumbai AC Duronto Express,Hisar Junction,Mumbai Central
5225,9230,Hisar Mumbai AC Duronto Special,Hisar Junction,Mumbai Central
5226,54835,Hisar Rewari Passenger,Hisar Junction,Rewari Junction
5227,54316,Hisar Rewari Passenger,Hisar Junction,Rewari Junction
5228,4835,Hisar Rewari Passenger Special,Hisar Junction,Rewari Junction
5229,4792,Hisar Ringas Mela Special,Hisar Junction,Ringas Junction
5230,17038,Hisar Secunderabad Express,Hisar Junction,Secunderabad Junction
5231,2790,Hisar Secunderabad Special,Hisar Junction,Secunderabad Junction
5232,22738,Hisar Secunderabad Super Fast Express,Hisar Junction,Secunderabad Junction
5233,54824,Hissar Jodhpur passenger,Hisar Junction,Jodhpur Junction
5234,22322,Hool Express,Siuri,Howrah Junction
5235,13051,Hool Express,Howrah Junction,Siuri
5236,13052,Hool Express,Siuri,Howrah Junction
5237,22321,Hool Express,Howrah Junction,Siuri
5238,3001,Hool Super Fast Special,Howrah Junction,Siuri
5239,3002,Hool Super Fast Special,Siuri,Howrah Junction
5240,6245,Hosapete Harihar Express Special,Hosapete Junction,Harihar
5241,56530,Hosapete Harihar Passenger,Hosapete Junction,Harihar
5242,56910,Hosapete KSR Bengaluru Fast Passenger,Hosapete Junction,KSR Bengaluru City Junction
5243,6244,Hosapete KSR Bengaluru Intercity Express Special,Hosapete Junction,KSR Bengaluru City Junction
5244,6208,Hosapete Yesvantpur Express Special,Hosapete Junction,Yesvantpur Junction
5245,74923,Hoshiarpur Amritsar DEMU,Hoshiarpur,Amritsar Junction
5246,14012,Hoshiarpur Delhi Express,Hoshiarpur,Delhi Junction
5247,4012,Hoshiarpur Delhi Express Special,Hoshiarpur,Delhi Junction
5248,74911,Hoshiarpur Jalandhar City DEMU,Hoshiarpur,Jalandhar City Junction
5249,74913,Hoshiarpur Jalandhar City DEMU,Hoshiarpur,Jalandhar City Junction
5250,4481,Hoshiarpur Jalandhar City DEMU Special,Hoshiarpur,Jalandhar City Junction
5251,74915,Hoshiarpur Jalandhar City Dmu,Hoshiarpur,Jalandhar City Junction
5252,74917,Hoshiarpur Jalandhar City Dmu,Hoshiarpur,Jalandhar City Junction
5253,74919,Hoshiarpur Jalandhar City Dmu,Hoshiarpur,Jalandhar City Junction
5254,54637,Hoshiarpur Jalandhar City Passenger,Hoshiarpur,Jalandhar City Junction
5255,6260,Hosur Baiyyappanahalli MEMU Special,Hosur,Baiyyappanahali
5256,6262,Hosur KSR Bengaluru MEMU Special,Hosur,KSR Bengaluru City Junction
5257,76524,Hosur Yesvantpur DEMU,Hosur,Yesvantpur Junction
5258,841,Howrah - Chennai Specialfare AC Super Fast Special,Howrah Junction,Puratchi Thalaivar Dr. MGR Central
5259,2096,Howrah - Chhatrapati Shivaji Terminus Mumbai Special,Howrah Junction,Chhatrapati Shivaji Maharaj Terminus
5260,53003,Howrah - Malda Town Fast Passenger,Howrah Junction,Malda Town
5261,18617,Howrah - Ranchi Intercity Express,Howrah Junction,Ranchi Junction
5262,12574,Howrah - Sainagar Shirdi Express,Howrah Junction,Sainagar Shirdi Terminus
5263,12585,Howrah - Sambalpur Super Fast Express,Howrah Junction,Sambalpur Junction
5264,20975,Howrah Agra Cantt Chambal Express,Howrah Junction,Agra Cantonment
5265,4975,Howrah Agra Cantt Chambal Super Fast Special,Howrah Junction,Agra Cantonment
5266,12834,Howrah Ahmedabad Super Fast Express,Howrah Junction,Ahmedabad Junction
5267,2834,Howrah Ahmedabad Super Fast Special,Howrah Junction,Ahmedabad Junction
5268,13049,Howrah Amritsar Express,Howrah Junction,Amritsar Junction
5269,13005,Howrah Amritsar Mail,Howrah Junction,Amritsar Junction
5270,3005,Howrah Amritsar Mail Special,Howrah Junction,Amritsar Junction
5271,12249,Howrah Anand Vihar Terminal Yuva Express,Howrah Junction,Anand Vihar Terminus
5272,3003,Howrah Azimganj Express Special,Howrah Junction,Azimganj Junction
5273,3027,Howrah Azimganj Kavi Guru Special,Howrah Junction,Azimganj Junction
5274,13027,Howrah Azimganj Kaviguru Express,Howrah Junction,Azimganj Junction
5275,53001,Howrah Azimganj Passenger,Howrah Junction,Azimganj Junction
5276,13063,Howrah Balurghat Express,Howrah Junction,Balurghat
5277,3063,Howrah Balurghat Special,Howrah Junction,Balurghat
5278,12021,Howrah Barbil Jan Shatabdi Express,Howrah Junction,Barbil
5279,2021,Howrah Barbil Jan Shatabdi Special,Howrah Junction,Barbil
5280,63501,Howrah Barddhaman Fast MEMU Local,Howrah Junction,Barddhaman Junction
5281,3051,Howrah Barddhaman MEMU Special,Howrah Junction,Barddhaman Junction
5282,12323,Howrah Barmer Super Fast Express,Howrah Junction,Barmer
5283,2323,Howrah Barmer Super Fast Special Fare Special,Howrah Junction,Barmer
5284,13025,Howrah Bhopal Weekly Express,Howrah Junction,Bhopal Junction
5285,3025,Howrah Bhopal Weekly Special,Howrah Junction,Bhopal Junction
5286,2073,Howrah Bhubaneswar Covid 19 Jan Shatabdi Special,Howrah Junction,Bhubaneswar
5287,12073,Howrah Bhubaneswar Jan Shatabdi Express,Howrah Junction,Bhubaneswar
5288,12371,Howrah Bikaner Super Fast Express,Howrah Junction,Bikaner Junction
5289,22307,Howrah Bikaner Super Fast Express,Howrah Junction,Bikaner Junction
5290,2387,Howrah Bikaner Super Fast Special,Howrah Junction,Bikaner Junction
5291,2371,Howrah Bikaner Super Fast Special,Howrah Junction,Bikaner Junction
5292,18013,Howrah Bokaro Steel City Express,Adra Junction,Bokaro Steel City
5293,8013,Howrah Bokaro Steel City Express Special,Adra Junction,Bokaro Steel City
5294,58013,Howrah Bokaro Steel City Fast Passenger,Adra Junction,Bokaro Steel City
5295,18011,Howrah Chakradharpur Express,Howrah Junction,Chakradharpur
5296,58011,Howrah Chakradharpur Fast Passenger,Howrah Junction,Chakradharpur
5297,3035,Howrah Chhapra Weekly Special Fare Special,Katwa Junction,Azimganj Junction
5298,15235,Howrah Darbhanga Weekly Express,Howrah Junction,Darbhanga Junction
5299,5235,Howrah Darbhanga Weekly Special,Howrah Junction,Darbhanga Junction
5300,4309,Howrah Dehradun Festival Special,Ujjain Junction,Dehradun
5301,12385,Howrah Dhanbad D D Express,Howrah Junction,Dhanbad Junction
5302,12847,Howrah Digha Super AC Express,Howrah Junction,Digha
5303,13045,Howrah Dumka Mayurakshi Express,Howrah Junction,Dumka
5304,22877,Howrah Ernakulam Antyodaya Express,Howrah Junction,Ernakulam Junction
5305,2877,Howrah Ernakulam Antyodaya Special Fare Special,Howrah Junction,Ernakulam Junction
5306,82801,Howrah Ernakulam Suvidha Special,Howrah Junction,Ernakulam Junction
5307,13023,Howrah Gaya Express,Howrah Junction,Gaya Junction
5308,3023,Howrah Gaya Special,Howrah Junction,Gaya Junction
5309,68003,Howrah Ghatsila MEMU,Howrah Junction,Ghatsila
5310,3031,Howrah Gorakhpur Special Fare Holi Special,Azimganj Junction,Malda Town
5311,3033,Howrah Gorakhpur Weekly Special Fare Special,Howrah Junction,Katihar Junction
5312,12175,Howrah Gwalior Chambal Express,Howrah Junction,Gwalior Junction
5313,2175,Howrah Gwalior Chambal Super Fast Special,Howrah Junction,Gwalior Junction
5314,68007,Howrah Jaleswar MEMU,Howrah Junction,Jaleswar
5315,8061,Howrah Jaleswar MEMU Special,Howrah Junction,Jaleswar
5316,13015,Howrah Jamalpur Kavi Guru Express,Howrah Junction,Jamalpur Junction
5317,3015,Howrah Jamalpur Kavi Guru Special,Howrah Junction,Jamalpur Junction
5318,3071,Howrah Jamalpur Special,Howrah Junction,Jamalpur Junction
5319,13071,Howrah Jamalpur Super Express,Howrah Junction,Jamalpur Junction
5320,82303,Howrah Jammu Tawi Suvidha Summer Special,Howrah Junction,Jammu Tawi
5321,53041,Howrah Jaynagar Passenger,Howrah Junction,Jaynagar
5322,2385,Howrah Jodhpur Super Fast Special,Howrah Junction,Jodhpur Junction
5323,12307,Howrah Jodhpur Superfast Express,Howrah Junction,Jodhpur Junction
5324,82301,Howrah Junction New Jalpaiguri,Howrah Junction,New Jalpaiguri Junction
5325,12665,Howrah Kanniyakumari Superfast Express,Howrah Junction,Kanniyakumari
5326,2665,Howrah Kanniyakumari Weekly Super Fast Special,Howrah Junction,Kanniyakumari
5327,13033,Howrah Katihar Express,Howrah Junction,Katihar Junction
